User_ID,Session_ID,Course_ID,Device_Type,Access_Time,Duration (sec),Clickstream,Prev_Courses_Completed,Feedback_Text,Course_Description,Resource_Type,Performance_Score,Engagement_Level,Recommendation_Label
U3979,S4979,C002,mobile,2025-05-26 09:40:35,1129,83,5,Good pace but some examples missing,Deep Learning Basics,video,88,0.47,1
U3980,S4980,C001,tablet,2025-05-29 13:30:13,1725,76,5,Detailed explanation and examples,Introduction to Machine Learning,video,90,0.66,1
U3981,S4981,C005,desktop,2025-06-07 22:19:36,1007,79,5,Informative and well-paced,Basics of Web Development,video,95,0.4,1
U3982,S4982,C004,mobile,2025-05-18 12:35:30,1588,72,3,Good pace but some examples missing,Linear Regression Explained,quiz,87,0.57,1
U3983,S4983,C005,tablet,2025-06-04 14:24:14,1097,82,5,Good pace but some examples missing,Basics of Web Development,document,81,0.45,1
U3984,S4984,C004,tablet,2025-06-03 07:15:30,1296,87,4,Detailed explanation and examples,Linear Regression Explained,document,81,0.56,1
U3985,S4985,C005,mobile,2025-06-02 03:19:51,1543,72,5,Good pace but some examples missing,Basics of Web Development,document,97,0.56,1
U3986,S4986,C004,tablet,2025-06-10 16:14:05,1138,85,3,Detailed explanation and examples,Linear Regression Explained,document,80,0.48,1
U3987,S4987,C004,mobile,2025-05-19 19:49:32,898,44,0,Too basic for my level,Linear Regression Explained,video,51,0.2,0
U3988,S4988,C003,tablet,2025-06-13 03:45:43,899,32,0,I couldn’t understand the topic,Data Structures in Python,video,57,0.14,0
U3989,S4989,C002,mobile,2025-06-03 22:57:39,408,37,0,"Not much depth, but okay",Deep Learning Basics,video,51,0.08,0
U3990,S4990,C003,mobile,2025-05-26 06:09:24,721,26,1,Too fast and less interactive,Data Structures in Python,video,45,0.09,0
U3991,S4991,C002,desktop,2025-05-20 07:31:31,580,22,1,Needs better visuals,Deep Learning Basics,video,58,0.06,0
U3992,S4992,C005,desktop,2025-05-19 23:42:45,1620,86,4,Informative and well-paced,Basics of Web Development,video,85,0.7,1
U3993,S4993,C002,mobile,2025-06-07 00:10:49,568,49,1,Needs better visuals,Deep Learning Basics,document,41,0.14,0
U3994,S4994,C004,desktop,2025-06-06 10:08:29,788,46,1,Too fast and less interactive,Linear Regression Explained,video,60,0.18,0
U3995,S4995,C002,tablet,2025-06-06 05:41:43,386,38,0,Too basic for my level,Deep Learning Basics,video,47,0.07,0
U3996,S4996,C005,tablet,2025-06-13 16:31:34,464,29,1,Too fast and less interactive,Basics of Web Development,quiz,42,0.07,0
U3997,S4997,C002,mobile,2025-06-07 13:44:57,1711,62,4,Detailed explanation and examples,Deep Learning Basics,video,80,0.53,1
U3998,S4998,C004,mobile,2025-06-04 12:34:30,1328,85,4,Very detailed and easy to follow,Linear Regression Explained,quiz,92,0.56,1
U3999,S4999,C004,desktop,2025-05-18 11:23:32,1446,68,4,Good pace but some examples missing,Linear Regression Explained,quiz,89,0.49,1
U4000,S5000,C005,tablet,2025-05-18 18:04:47,1010,60,5,Good pace but some examples missing,Basics of Web Development,document,90,0.3,1
U4001,S5001,C002,desktop,2025-05-30 01:44:11,392,34,1,I couldn’t understand the topic,Deep Learning Basics,video,61,0.07,0
U4002,S5002,C001,desktop,2025-05-21 13:19:02,1202,86,3,Detailed explanation and examples,Introduction to Machine Learning,document,80,0.52,1
U4003,S5003,C003,tablet,2025-06-11 20:33:27,745,29,0,Too fast and less interactive,Data Structures in Python,document,46,0.11,0
U4004,S5004,C003,mobile,2025-05-24 14:50:34,1294,67,5,Informative and well-paced,Data Structures in Python,video,86,0.43,1
U4005,S5005,C004,mobile,2025-05-27 18:21:26,1397,93,4,Informative and well-paced,Linear Regression Explained,video,95,0.65,1
U4006,S5006,C004,tablet,2025-06-16 07:35:40,557,39,1,Needs better visuals,Linear Regression Explained,video,45,0.11,0
U4007,S5007,C003,mobile,2025-06-01 07:20:03,1484,80,4,Detailed explanation and examples,Data Structures in Python,quiz,83,0.59,1
U4008,S5008,C004,desktop,2025-05-18 23:56:16,1506,99,5,Good pace but some examples missing,Linear Regression Explained,video,98,0.75,1
U4009,S5009,C003,tablet,2025-06-07 00:59:43,472,29,0,Too basic for my level,Data Structures in Python,document,54,0.07,0
U4010,S5010,C003,desktop,2025-05-23 16:10:07,1172,74,4,Informative and well-paced,Data Structures in Python,document,91,0.43,1
U4011,S5011,C002,tablet,2025-05-28 15:02:46,1586,76,4,Very detailed and easy to follow,Deep Learning Basics,video,98,0.6,1
U4012,S5012,C003,mobile,2025-05-30 04:30:53,1378,74,4,Informative and well-paced,Data Structures in Python,quiz,84,0.51,1
U4013,S5013,C005,desktop,2025-06-09 05:01:03,778,25,0,"Not much depth, but okay",Basics of Web Development,quiz,56,0.1,0
U4014,S5014,C003,desktop,2025-06-11 00:43:16,1003,98,4,Detailed explanation and examples,Data Structures in Python,document,87,0.49,1
U4015,S5015,C003,mobile,2025-06-02 22:24:36,1274,71,3,Excellent and very engaging content,Data Structures in Python,video,92,0.45,1
U4016,S5016,C003,tablet,2025-05-20 03:06:21,1033,97,3,Detailed explanation and examples,Data Structures in Python,video,95,0.5,1
U4017,S5017,C003,tablet,2025-06-04 12:36:09,1312,91,5,Informative and well-paced,Data Structures in Python,quiz,100,0.6,1
U4018,S5018,C001,mobile,2025-06-09 20:54:59,817,50,1,I couldn’t understand the topic,Introduction to Machine Learning,document,48,0.2,0
U4019,S5019,C001,mobile,2025-05-19 03:44:14,1084,94,4,Excellent and very engaging content,Introduction to Machine Learning,document,100,0.51,1
U4020,S5020,C003,mobile,2025-06-10 22:39:51,1134,84,3,Detailed explanation and examples,Data Structures in Python,video,92,0.48,1
U4021,S5021,C003,tablet,2025-05-31 18:40:43,389,36,1,Needs better visuals,Data Structures in Python,quiz,56,0.07,0
U4022,S5022,C001,desktop,2025-05-26 23:37:45,786,49,0,Too fast and less interactive,Introduction to Machine Learning,video,58,0.19,0
U4023,S5023,C005,mobile,2025-05-29 14:08:23,765,40,1,Too basic for my level,Basics of Web Development,video,40,0.15,0
U4024,S5024,C003,mobile,2025-06-03 07:07:07,1438,62,4,Good pace but some examples missing,Data Structures in Python,quiz,81,0.45,1
U4025,S5025,C002,mobile,2025-06-15 18:23:28,735,38,0,Too fast and less interactive,Deep Learning Basics,document,46,0.14,0
U4026,S5026,C004,tablet,2025-05-21 18:23:31,1216,61,4,Very detailed and easy to follow,Linear Regression Explained,quiz,95,0.37,1
U4027,S5027,C002,desktop,2025-06-08 08:17:24,1430,86,4,Excellent and very engaging content,Deep Learning Basics,video,98,0.61,1
U4028,S5028,C005,desktop,2025-05-19 12:18:54,1462,92,5,Informative and well-paced,Basics of Web Development,document,96,0.67,1
U4029,S5029,C002,tablet,2025-06-13 16:20:12,1692,98,3,Informative and well-paced,Deep Learning Basics,video,92,0.83,1
U4030,S5030,C005,mobile,2025-05-17 12:54:48,473,42,1,Too fast and less interactive,Basics of Web Development,quiz,52,0.1,0
U4031,S5031,C003,tablet,2025-06-12 00:13:06,322,47,1,I couldn’t understand the topic,Data Structures in Python,video,58,0.08,0
U4032,S5032,C001,tablet,2025-06-10 01:37:18,1268,95,4,Detailed explanation and examples,Introduction to Machine Learning,document,82,0.6,1
U4033,S5033,C004,desktop,2025-05-26 01:18:42,1210,71,3,Informative and well-paced,Linear Regression Explained,video,82,0.43,1
U4034,S5034,C005,tablet,2025-06-16 04:27:27,1015,90,3,Detailed explanation and examples,Basics of Web Development,video,98,0.46,1
U4035,S5035,C005,tablet,2025-06-12 18:38:31,880,46,0,Too fast and less interactive,Basics of Web Development,quiz,55,0.2,0
U4036,S5036,C002,mobile,2025-06-12 21:51:50,1787,73,3,Very detailed and easy to follow,Deep Learning Basics,document,94,0.65,1
U4037,S5037,C001,tablet,2025-06-02 17:31:09,1315,99,4,Informative and well-paced,Introduction to Machine Learning,quiz,85,0.65,1
U4038,S5038,C003,desktop,2025-05-30 19:24:16,848,41,0,I couldn’t understand the topic,Data Structures in Python,document,42,0.17,0
U4039,S5039,C003,tablet,2025-06-05 21:54:28,1615,61,3,Excellent and very engaging content,Data Structures in Python,quiz,89,0.49,1
U4040,S5040,C005,mobile,2025-06-09 08:12:27,1389,98,3,Detailed explanation and examples,Basics of Web Development,document,82,0.68,1
U4041,S5041,C005,mobile,2025-06-04 10:12:28,676,28,0,I couldn’t understand the topic,Basics of Web Development,quiz,48,0.09,0
U4042,S5042,C005,tablet,2025-05-28 19:52:30,1674,75,3,Very detailed and easy to follow,Basics of Web Development,document,84,0.63,1
U4043,S5043,C005,desktop,2025-06-15 23:31:21,1514,60,4,Informative and well-paced,Basics of Web Development,quiz,100,0.45,1
U4044,S5044,C003,tablet,2025-06-13 14:09:02,416,30,0,"Not much depth, but okay",Data Structures in Python,quiz,43,0.06,0
U4045,S5045,C003,tablet,2025-06-06 14:43:40,1673,69,5,Very detailed and easy to follow,Data Structures in Python,document,96,0.58,1
U4046,S5046,C001,desktop,2025-05-17 13:18:58,1793,62,3,Very detailed and easy to follow,Introduction to Machine Learning,quiz,95,0.56,1
U4047,S5047,C002,mobile,2025-05-22 15:00:00,1043,88,3,Very detailed and easy to follow,Deep Learning Basics,quiz,86,0.46,1
U4048,S5048,C005,desktop,2025-05-24 19:15:05,1067,89,3,Good pace but some examples missing,Basics of Web Development,quiz,92,0.47,1
U4049,S5049,C002,tablet,2025-05-19 13:16:09,1563,71,5,Excellent and very engaging content,Deep Learning Basics,quiz,89,0.55,1
U4050,S5050,C003,desktop,2025-05-20 16:20:14,1019,89,3,Detailed explanation and examples,Data Structures in Python,quiz,96,0.45,1
U4051,S5051,C005,mobile,2025-05-30 07:41:28,1188,89,5,Very detailed and easy to follow,Basics of Web Development,video,88,0.53,1
U4052,S5052,C004,tablet,2025-05-21 16:35:24,415,43,1,I couldn’t understand the topic,Linear Regression Explained,document,43,0.09,0
U4053,S5053,C004,mobile,2025-05-26 22:36:22,870,21,0,I couldn’t understand the topic,Linear Regression Explained,quiz,40,0.09,0
U4054,S5054,C001,mobile,2025-06-12 20:38:37,479,49,1,Too basic for my level,Introduction to Machine Learning,document,46,0.12,0
U4055,S5055,C003,desktop,2025-06-02 03:29:16,690,40,0,Too basic for my level,Data Structures in Python,document,60,0.14,0
U4056,S5056,C005,tablet,2025-05-31 12:11:33,1496,60,3,Very detailed and easy to follow,Basics of Web Development,quiz,85,0.45,1
U4057,S5057,C003,tablet,2025-05-19 21:48:31,1146,79,3,Good pace but some examples missing,Data Structures in Python,document,91,0.45,1
U4058,S5058,C005,desktop,2025-06-12 09:40:44,1159,74,4,Good pace but some examples missing,Basics of Web Development,video,91,0.43,1
U4059,S5059,C002,tablet,2025-05-18 21:27:04,1583,88,4,Good pace but some examples missing,Deep Learning Basics,quiz,81,0.7,1
U4060,S5060,C004,tablet,2025-05-30 14:59:24,1000,68,4,Informative and well-paced,Linear Regression Explained,document,87,0.34,1
U4061,S5061,C002,tablet,2025-05-20 11:20:40,660,31,0,"Not much depth, but okay",Deep Learning Basics,document,62,0.1,0
U4062,S5062,C005,desktop,2025-06-10 09:56:07,1450,83,4,Good pace but some examples missing,Basics of Web Development,document,80,0.6,1
U4063,S5063,C003,tablet,2025-05-30 23:17:36,1121,82,5,Informative and well-paced,Data Structures in Python,document,98,0.46,1
U4064,S5064,C002,tablet,2025-05-29 10:41:02,709,33,0,I couldn’t understand the topic,Deep Learning Basics,video,46,0.12,0
U4065,S5065,C004,desktop,2025-05-29 08:06:53,774,39,1,Needs better visuals,Linear Regression Explained,video,49,0.15,0
U4066,S5066,C002,mobile,2025-06-03 14:58:15,1580,91,5,Good pace but some examples missing,Deep Learning Basics,quiz,85,0.72,1
U4067,S5067,C001,mobile,2025-06-07 23:00:52,837,32,0,"Not much depth, but okay",Introduction to Machine Learning,quiz,45,0.13,0
U4068,S5068,C005,desktop,2025-06-09 05:50:49,726,32,0,Needs better visuals,Basics of Web Development,quiz,54,0.12,0
U4069,S5069,C004,desktop,2025-06-02 20:29:39,653,32,0,Needs better visuals,Linear Regression Explained,quiz,58,0.1,0
U4070,S5070,C005,desktop,2025-05-19 19:25:37,866,43,1,Needs better visuals,Basics of Web Development,quiz,52,0.19,0
U4071,S5071,C004,tablet,2025-06-06 09:07:32,1625,71,4,Very detailed and easy to follow,Linear Regression Explained,document,93,0.58,1
U4072,S5072,C001,desktop,2025-06-07 07:47:08,476,21,1,I couldn’t understand the topic,Introduction to Machine Learning,video,59,0.05,0
U4073,S5073,C003,desktop,2025-06-02 22:34:07,1763,72,5,Good pace but some examples missing,Data Structures in Python,video,82,0.63,1
U4074,S5074,C004,desktop,2025-06-04 09:53:09,368,29,1,"Not much depth, but okay",Linear Regression Explained,document,41,0.05,0
U4075,S5075,C002,tablet,2025-06-05 03:01:18,1068,79,5,Good pace but some examples missing,Deep Learning Basics,video,100,0.42,1
U4076,S5076,C003,tablet,2025-06-08 06:30:32,1072,73,4,Very detailed and easy to follow,Data Structures in Python,video,83,0.39,1
U4077,S5077,C005,tablet,2025-06-13 16:58:53,1155,100,5,Good pace but some examples missing,Basics of Web Development,video,95,0.58,1
U4078,S5078,C005,tablet,2025-06-02 08:28:47,1659,80,5,Excellent and very engaging content,Basics of Web Development,video,92,0.66,1
U4079,S5079,C002,mobile,2025-06-03 10:36:23,1337,99,5,Good pace but some examples missing,Deep Learning Basics,video,100,0.66,1
U4080,S5080,C005,desktop,2025-05-27 00:48:50,537,20,1,"Not much depth, but okay",Basics of Web Development,quiz,53,0.05,0
U4081,S5081,C001,tablet,2025-06-02 08:24:15,1572,99,4,Detailed explanation and examples,Introduction to Machine Learning,quiz,84,0.78,1
U4082,S5082,C001,tablet,2025-06-11 04:43:17,1378,85,5,Very detailed and easy to follow,Introduction to Machine Learning,video,84,0.59,1
U4083,S5083,C004,tablet,2025-06-12 21:05:51,302,34,1,Too fast and less interactive,Linear Regression Explained,quiz,53,0.05,0
U4084,S5084,C004,tablet,2025-05-28 09:50:57,791,24,1,Too basic for my level,Linear Regression Explained,video,40,0.09,0
U4085,S5085,C003,mobile,2025-06-09 02:07:05,467,30,0,I couldn’t understand the topic,Data Structures in Python,document,42,0.07,0
U4086,S5086,C005,mobile,2025-06-01 11:28:36,1099,60,3,Informative and well-paced,Basics of Web Development,document,95,0.33,1
U4087,S5087,C002,tablet,2025-06-16 09:09:38,808,31,0,"Not much depth, but okay",Deep Learning Basics,video,47,0.13,0
U4088,S5088,C005,tablet,2025-06-01 01:30:36,346,24,1,Needs better visuals,Basics of Web Development,quiz,59,0.04,0
U4089,S5089,C001,tablet,2025-06-14 22:39:44,795,26,0,Too fast and less interactive,Introduction to Machine Learning,video,54,0.1,0
U4090,S5090,C003,tablet,2025-06-10 17:42:43,600,47,1,"Not much depth, but okay",Data Structures in Python,document,48,0.14,0
U4091,S5091,C005,tablet,2025-06-12 18:08:36,577,35,1,"Not much depth, but okay",Basics of Web Development,quiz,40,0.1,0
U4092,S5092,C005,mobile,2025-05-29 08:38:26,1793,74,4,Very detailed and easy to follow,Basics of Web Development,quiz,82,0.66,1
U4093,S5093,C004,mobile,2025-06-04 03:22:07,373,45,1,Too fast and less interactive,Linear Regression Explained,quiz,60,0.08,0
U4094,S5094,C005,mobile,2025-06-01 18:08:11,544,50,0,Needs better visuals,Basics of Web Development,document,57,0.14,0
U4095,S5095,C001,mobile,2025-06-14 20:46:08,497,28,0,Too fast and less interactive,Introduction to Machine Learning,quiz,59,0.07,0
U4096,S5096,C003,tablet,2025-06-12 03:38:52,654,37,0,Too fast and less interactive,Data Structures in Python,document,63,0.12,0
U4097,S5097,C004,mobile,2025-06-06 06:51:02,701,41,1,Needs better visuals,Linear Regression Explained,quiz,47,0.14,0
U4098,S5098,C001,mobile,2025-05-28 00:40:52,803,46,1,Too fast and less interactive,Introduction to Machine Learning,document,40,0.18,0
U4099,S5099,C001,tablet,2025-05-18 15:57:58,312,42,1,Too basic for my level,Introduction to Machine Learning,video,50,0.07,0
U4100,S5100,C005,mobile,2025-06-03 06:45:53,1779,75,5,Good pace but some examples missing,Basics of Web Development,video,97,0.67,1
U4101,S5101,C001,tablet,2025-05-20 20:11:26,514,38,1,I couldn’t understand the topic,Introduction to Machine Learning,quiz,52,0.1,0
U4102,S5102,C001,desktop,2025-05-27 00:13:15,1557,95,4,Very detailed and easy to follow,Introduction to Machine Learning,quiz,88,0.74,1
U4103,S5103,C004,tablet,2025-05-25 17:49:33,1155,85,4,Detailed explanation and examples,Linear Regression Explained,quiz,85,0.49,1
U4104,S5104,C003,desktop,2025-06-11 11:18:53,1391,78,5,Detailed explanation and examples,Data Structures in Python,video,93,0.54,1
U4105,S5105,C002,tablet,2025-06-10 00:32:39,727,24,0,I couldn’t understand the topic,Deep Learning Basics,quiz,41,0.09,0
U4106,S5106,C004,mobile,2025-05-29 12:04:27,321,36,0,"Not much depth, but okay",Linear Regression Explained,document,64,0.06,0
U4107,S5107,C001,tablet,2025-06-03 07:48:48,1619,95,4,Detailed explanation and examples,Introduction to Machine Learning,video,81,0.77,1
U4108,S5108,C001,tablet,2025-05-26 14:17:30,1613,99,3,Excellent and very engaging content,Introduction to Machine Learning,video,97,0.8,1
U4109,S5109,C001,desktop,2025-05-30 08:20:39,448,45,1,Too fast and less interactive,Introduction to Machine Learning,video,52,0.1,0
U4110,S5110,C003,tablet,2025-05-24 18:12:15,646,37,0,I couldn’t understand the topic,Data Structures in Python,document,50,0.12,0
U4111,S5111,C002,desktop,2025-05-29 19:03:31,1114,98,5,Very detailed and easy to follow,Deep Learning Basics,document,92,0.55,1
U4112,S5112,C004,tablet,2025-05-20 00:40:01,1162,69,3,Good pace but some examples missing,Linear Regression Explained,quiz,90,0.4,1
U4113,S5113,C004,tablet,2025-05-22 23:39:09,788,50,1,Too basic for my level,Linear Regression Explained,document,51,0.2,0
U4114,S5114,C004,tablet,2025-06-12 01:18:25,1058,94,5,Good pace but some examples missing,Linear Regression Explained,video,84,0.5,1
U4115,S5115,C004,desktop,2025-05-21 07:15:20,375,46,1,I couldn’t understand the topic,Linear Regression Explained,quiz,63,0.09,0
U4116,S5116,C003,mobile,2025-05-30 06:29:59,1497,84,4,Informative and well-paced,Data Structures in Python,video,84,0.63,1
U4117,S5117,C002,mobile,2025-06-04 18:47:43,1590,84,3,Good pace but some examples missing,Deep Learning Basics,video,91,0.67,1
U4118,S5118,C002,tablet,2025-05-24 04:48:24,847,29,0,Too basic for my level,Deep Learning Basics,document,44,0.12,0
U4119,S5119,C005,mobile,2025-05-27 15:21:54,697,36,1,Too basic for my level,Basics of Web Development,video,41,0.13,0
U4120,S5120,C004,desktop,2025-05-25 06:55:00,705,27,1,Too basic for my level,Linear Regression Explained,video,40,0.1,0
U4121,S5121,C002,tablet,2025-06-01 16:58:22,1656,65,5,Informative and well-paced,Deep Learning Basics,document,100,0.54,1
U4122,S5122,C001,tablet,2025-05-29 08:55:43,1123,60,3,Very detailed and easy to follow,Introduction to Machine Learning,quiz,98,0.34,1
U4123,S5123,C001,desktop,2025-05-29 19:36:45,542,40,0,Too basic for my level,Introduction to Machine Learning,video,44,0.11,0
U4124,S5124,C001,tablet,2025-05-25 12:20:48,461,42,0,"Not much depth, but okay",Introduction to Machine Learning,document,64,0.1,0
U4125,S5125,C005,mobile,2025-05-21 05:40:40,1375,74,3,Good pace but some examples missing,Basics of Web Development,document,98,0.51,1
U4126,S5126,C001,desktop,2025-06-06 03:50:32,1546,87,3,Informative and well-paced,Introduction to Machine Learning,document,84,0.67,1
U4127,S5127,C004,mobile,2025-05-21 11:19:15,1263,77,5,Good pace but some examples missing,Linear Regression Explained,video,98,0.49,1
U4128,S5128,C003,mobile,2025-05-24 20:39:08,1619,78,5,Excellent and very engaging content,Data Structures in Python,video,89,0.63,1
U4129,S5129,C005,desktop,2025-05-27 09:49:27,316,40,0,Needs better visuals,Basics of Web Development,quiz,62,0.06,0
U4130,S5130,C004,mobile,2025-06-05 13:00:17,1542,73,4,Excellent and very engaging content,Linear Regression Explained,document,89,0.56,1
U4131,S5131,C004,desktop,2025-06-08 13:58:25,1611,83,3,Informative and well-paced,Linear Regression Explained,quiz,83,0.67,1
U4132,S5132,C004,desktop,2025-06-06 10:49:19,717,32,0,"Not much depth, but okay",Linear Regression Explained,video,47,0.11,0
U4133,S5133,C004,desktop,2025-06-02 00:38:19,733,20,1,Too basic for my level,Linear Regression Explained,document,40,0.07,0
U4134,S5134,C002,mobile,2025-05-23 02:45:47,1415,61,3,Excellent and very engaging content,Deep Learning Basics,video,86,0.43,1
U4135,S5135,C003,tablet,2025-06-14 18:08:31,372,31,0,Too fast and less interactive,Data Structures in Python,video,61,0.06,0
U4136,S5136,C004,desktop,2025-05-29 23:35:03,1650,65,4,Very detailed and easy to follow,Linear Regression Explained,document,95,0.54,1
U4137,S5137,C004,desktop,2025-06-07 11:33:17,750,38,0,I couldn’t understand the topic,Linear Regression Explained,video,51,0.14,0
U4138,S5138,C003,mobile,2025-06-07 05:42:38,551,38,1,"Not much depth, but okay",Data Structures in Python,quiz,49,0.1,0
U4139,S5139,C003,desktop,2025-06-12 17:23:46,1270,83,3,Excellent and very engaging content,Data Structures in Python,quiz,83,0.53,1
U4140,S5140,C004,tablet,2025-06-09 04:07:48,771,23,0,Needs better visuals,Linear Regression Explained,quiz,64,0.09,0
U4141,S5141,C005,tablet,2025-05-28 14:18:52,607,47,1,I couldn’t understand the topic,Basics of Web Development,document,58,0.14,0
U4142,S5142,C003,mobile,2025-06-04 20:40:24,1567,75,3,Detailed explanation and examples,Data Structures in Python,document,90,0.59,1
U4143,S5143,C003,tablet,2025-05-20 12:25:10,1471,85,5,Excellent and very engaging content,Data Structures in Python,quiz,80,0.63,1
U4144,S5144,C004,desktop,2025-05-23 16:11:40,1248,90,4,Detailed explanation and examples,Linear Regression Explained,document,82,0.56,1
U4145,S5145,C002,desktop,2025-05-28 06:11:49,1102,96,3,Very detailed and easy to follow,Deep Learning Basics,quiz,85,0.53,1
U4146,S5146,C003,mobile,2025-06-07 04:57:05,1222,72,3,Informative and well-paced,Data Structures in Python,video,99,0.44,1
U4147,S5147,C002,desktop,2025-05-23 10:13:01,1414,78,4,Good pace but some examples missing,Deep Learning Basics,quiz,81,0.55,1
U4148,S5148,C002,mobile,2025-05-31 14:00:20,467,46,1,"Not much depth, but okay",Deep Learning Basics,document,65,0.11,0
U4149,S5149,C005,tablet,2025-06-08 10:57:51,1264,70,4,Good pace but some examples missing,Basics of Web Development,quiz,95,0.44,1
U4150,S5150,C002,desktop,2025-05-24 18:50:56,1346,69,3,Good pace but some examples missing,Deep Learning Basics,quiz,84,0.46,1
U4151,S5151,C002,desktop,2025-05-25 09:01:44,1257,60,3,Detailed explanation and examples,Deep Learning Basics,video,93,0.38,1
U4152,S5152,C002,desktop,2025-05-21 00:44:33,1300,68,3,Informative and well-paced,Deep Learning Basics,quiz,89,0.44,1
U4153,S5153,C001,tablet,2025-06-01 14:24:31,1152,98,3,Excellent and very engaging content,Introduction to Machine Learning,document,95,0.56,1
U4154,S5154,C001,mobile,2025-06-14 05:24:54,1706,81,3,Very detailed and easy to follow,Introduction to Machine Learning,document,92,0.69,1
U4155,S5155,C003,mobile,2025-06-03 16:07:06,1623,99,3,Detailed explanation and examples,Data Structures in Python,video,86,0.8,1
U4156,S5156,C001,desktop,2025-05-31 17:11:43,702,45,1,I couldn’t understand the topic,Introduction to Machine Learning,quiz,47,0.16,0
U4157,S5157,C002,desktop,2025-06-12 03:34:56,1442,100,5,Good pace but some examples missing,Deep Learning Basics,document,84,0.72,1
U4158,S5158,C004,mobile,2025-06-03 19:01:08,1208,64,4,Very detailed and easy to follow,Linear Regression Explained,document,96,0.39,1
U4159,S5159,C004,mobile,2025-06-06 17:14:44,1028,88,3,Detailed explanation and examples,Linear Regression Explained,document,86,0.45,1
U4160,S5160,C001,desktop,2025-06-04 02:21:52,335,30,1,Needs better visuals,Introduction to Machine Learning,quiz,45,0.05,0
U4161,S5161,C003,desktop,2025-06-02 03:54:37,1086,62,5,Excellent and very engaging content,Data Structures in Python,quiz,95,0.34,1
U4162,S5162,C001,desktop,2025-05-31 00:51:32,1276,61,5,Informative and well-paced,Introduction to Machine Learning,document,100,0.39,1
U4163,S5163,C003,tablet,2025-06-09 20:16:39,764,33,0,Needs better visuals,Data Structures in Python,video,51,0.13,0
U4164,S5164,C004,desktop,2025-06-14 18:30:57,340,27,1,Needs better visuals,Linear Regression Explained,quiz,46,0.05,0
U4165,S5165,C003,tablet,2025-05-22 06:04:48,1413,76,4,Excellent and very engaging content,Data Structures in Python,quiz,82,0.54,1
U4166,S5166,C004,mobile,2025-05-18 17:33:09,797,40,0,Needs better visuals,Linear Regression Explained,video,43,0.16,0
U4167,S5167,C005,tablet,2025-06-05 03:20:27,1695,91,5,Detailed explanation and examples,Basics of Web Development,quiz,98,0.77,1
U4168,S5168,C003,tablet,2025-06-11 20:33:15,1263,98,5,Informative and well-paced,Data Structures in Python,video,96,0.62,1
U4169,S5169,C005,tablet,2025-06-01 07:50:23,1322,80,3,Detailed explanation and examples,Basics of Web Development,quiz,89,0.53,1
U4170,S5170,C002,desktop,2025-05-21 11:23:32,1793,87,4,Good pace but some examples missing,Deep Learning Basics,video,86,0.78,1
U4171,S5171,C002,tablet,2025-05-25 15:42:39,690,23,0,I couldn’t understand the topic,Deep Learning Basics,quiz,43,0.08,0
U4172,S5172,C005,tablet,2025-05-29 08:37:46,1546,64,5,Excellent and very engaging content,Basics of Web Development,quiz,83,0.49,1
U4173,S5173,C003,tablet,2025-05-30 18:01:00,1233,76,3,Very detailed and easy to follow,Data Structures in Python,video,80,0.47,1
U4174,S5174,C004,mobile,2025-06-05 13:25:34,1167,68,3,Detailed explanation and examples,Linear Regression Explained,quiz,98,0.4,1
U4175,S5175,C003,mobile,2025-06-13 16:59:35,465,30,1,"Not much depth, but okay",Data Structures in Python,quiz,62,0.07,0
U4176,S5176,C005,tablet,2025-05-27 00:13:29,1525,92,5,Good pace but some examples missing,Basics of Web Development,video,84,0.7,1
U4177,S5177,C004,tablet,2025-05-30 10:38:04,1664,90,3,Detailed explanation and examples,Linear Regression Explained,document,90,0.75,1
U4178,S5178,C001,mobile,2025-05-20 12:28:31,1393,64,5,Excellent and very engaging content,Introduction to Machine Learning,quiz,86,0.45,1
U4179,S5179,C003,mobile,2025-05-19 19:01:01,888,39,1,Too fast and less interactive,Data Structures in Python,quiz,52,0.17,0
U4180,S5180,C003,tablet,2025-05-22 17:50:21,1454,99,4,Informative and well-paced,Data Structures in Python,video,98,0.72,1
U4181,S5181,C005,desktop,2025-06-04 04:53:35,1635,88,3,Informative and well-paced,Basics of Web Development,video,86,0.72,1
U4182,S5182,C001,tablet,2025-05-20 20:57:53,444,33,0,"Not much depth, but okay",Introduction to Machine Learning,video,52,0.07,0
U4183,S5183,C001,desktop,2025-05-27 15:17:57,1364,80,5,Detailed explanation and examples,Introduction to Machine Learning,document,94,0.55,1
U4184,S5184,C003,mobile,2025-06-11 08:11:26,1535,85,4,Excellent and very engaging content,Data Structures in Python,document,90,0.65,1
U4185,S5185,C003,desktop,2025-05-17 23:09:56,1176,76,4,Excellent and very engaging content,Data Structures in Python,video,93,0.45,1
U4186,S5186,C001,desktop,2025-06-06 10:57:56,757,30,1,Needs better visuals,Introduction to Machine Learning,video,65,0.11,0
U4187,S5187,C003,tablet,2025-05-26 04:56:49,373,33,1,Too basic for my level,Data Structures in Python,document,51,0.06,0
U4188,S5188,C001,desktop,2025-06-11 01:51:55,562,47,1,Too fast and less interactive,Introduction to Machine Learning,quiz,48,0.13,0
U4189,S5189,C005,tablet,2025-05-28 03:22:02,1303,60,3,Good pace but some examples missing,Basics of Web Development,quiz,86,0.39,1
U4190,S5190,C004,tablet,2025-06-04 21:28:57,1017,92,3,Informative and well-paced,Linear Regression Explained,video,90,0.47,1
